id,fecha,cantidad,tipoTrans,cuentaOrigen,cuentaDestino,dateCreated,lastUpdated
503028,2020-01-14,272572.03672532126,N2CgE8Gur,5wpBzyopUAS7Kpob4vJLP5X9hR1S9Sb46C8H9qDz04ZhABjzJTHWrPoFFSUlFrRnHjopbyaHlwjbERIGAqmaKGgfuG7J7nqJTz7f4RyQCjl4MxTTajnXKm9tdjwRbDHEMj66icKAg2sC96ZBLaUKHOPzak4i5u6RXx66rMpgWN5sDp3hadUN581sK1MkIvj6inWg8Vte6advB00FxfMFaVpRiPUeoHyk5QYnk,x7PxydsFiU2WKdufSYL25WCBKqUvYW1Ve5YmOGfgB8Mq5xOHpwVvacxq6iOVHoNAtvpNe4FpSBmRHJXIwfPlCnRolECj9D1pC42cMLJAjf2Vx05TD8GTX6BRc2rcBBijWU6NojDfe2LHZootfoWpQt9VknhFEnCqyOl5gPr8UTrL1eTk9AII7YiJGZTG0,2022-01-14 01:34:40.853416,2023-09-17 15:52:28.189965
681749,2019-04-17,908175.4707973734,2FcoX6l6D,i9RPVFGpn597kgixoIh8S7M05pxupTWP3y326Fu,yG0v5NA12bUw97HxmaL5aPNM96PabrTRgyGXanhvDSNfE81gQqgQJjWa0ZSJ8CYUKLG2w5m4xDv7BMD2rFzx6jhzxkYgAWjLCbligyf7qJZlemm6lj77iJpMk2WOObA1RBe4PhRAmoEuh9NVG3XX57hC7t4wpMGaLq73fPWghVaQEIMYzL26hONJ2Ba1Z6x54bM4a4hac7vRw7tmfkYdQF,2023-04-08 00:09:40.672270,2022-11-10 05:57:28.418401
389879,2023-11-10,489267.89214670873,KxrNb,8VaKWbItwuLsPqJsgrpyUAogSzxZTqSqLa7RMadApvzVxDvkfaP1C8ZdADvHgvL79vJuoN1bN3j4mGOkHIduqw,dwIExOuZrhKE7uAuyMxgzPbba9PyFrIVo4VwlDWy5S5cKo3MGq7NM8riFSuPX,2022-04-05 12:10:53.388114,2019-02-01 00:24:06.820253
278868,2019-03-01,673650.1936254393,JeM1c,toAiDYW19ImfXrtGk4smhNjpWH9VFLd30FwNNxmTTSbP4ieliILQzwLwdNVveymVYKr0y16B1XFAOboKhS5oluVsnhEOWj1wn7fYitf8mKxnEC9oejJnao1XIgoihlUtcpJRid3Sv3FawjqsuesipMyWMiKgQcXmmS8nJU2QSpBSsd2WXBw2RMvhkdqVOj9nQfUtBbqVROQ9xHt,jdmxQqfdJKDnHMk8MSbj3yJV5PdGJ9WjfGMKRMbaM9zeSsxoLYRo8osiwUZIK6NI3pWNayBKwPTa3lDu0IweUYyqESBurEMWy83HqEba3WqzFxoqUsbdLtKKBDj2tAd9BsGY2RZxu8KkiEddaAv7KgB48Z8n,2022-10-26 18:29:06.571448,2020-06-11 17:00:56.744051
731134,2020-07-04,340465.816275721,WDKN2,Bt24ED8mueysXU1bwyVgfhETBDxrOR5xTk3Vm7c61adW3kuaLwCaVnQh2RgEx9YSPPz6tjbXTGrYlS17CayiYu4ktH9EiPrWKetRhJRBkG1FEELCcUrDKRkfBTL0WtuhhUvCgMMqE44j0uluO1e9CHaHVOxiF2ZDnX4IMRVsG1NAvj,C2nQ0dwThwIKCL1v6qoxKfQp0yursH13GcykGDKn34jFpoqi034MVj3Ci82lVX,2019-05-31 20:23:49.431296,2020-10-28 12:07:32.840413
101158,2019-09-07,593397.0289726505,tbFDH,otFj7ahlwSB5G3g5VoHTKSd11Pm8cMjKd5ci3jIM8hcljlyzrvXeZzrZeD8TMsu3atF2LdhvTuzppkzuwr50cRoXsh9elMHAmy7H2OZAtFm7KIKiersdtAmGmS0Fn2kofwdoSFxQLKoRqVeA50JoGbonEz0AJ2jPfohBN26zp2EUsagmV0U3POfHGw0JJX,VhSbJcXmLRuL1Jb6PMLnXdBFkYV4A5ZN5fedckKA8phW2Sels7rTQbIyzNzJziofWW0r0ugNIb8cLIMg9k3U6dFhYqHYzgWtQxf3i7R,2019-12-02 13:12:49.210008,2020-08-26 03:58:46.488397
413811,2023-04-22,603126.9459192742,Q,srUyn2ulGgIp0jRcdkSBEO1ZVbrQs,MldWvz8iGGzE8zobkn4MuIxuoGn,2020-06-03 22:12:37.278367,2020-06-13 06:51:27.974953
223050,2019-08-27,790550.0745472872,Dox,23BfPDYUVF4jmTysDoIDTHV7qYARr4uIv7WtFxgevT8AQEPtjkk3N8KdmwDr1WasZ4r46VerLMnq1fdyBJs2OxMhPv8uLLLW6Vlzh3qsmZIGwKH5QcWnE4MejsAPcU8ktaWx1y40zhd2gClDz8Uz2ghOHzmlSfK96QDfEmGYV3fqYnQy6y5ttpv8jcysPZOT01Gxz9g8db9MxOW3q5W9B4MSCupOnZwcTgjUAfkBx13sPehFVRBaAQG,z4T0eK1icaSaQJ10YcbRA57xHPg27yeK2xTRafCLBTkKlVhmZb1hlFXNm4nKSRcySucYibhb6xAU8dHIBev95ulVIpOjSCC4M6KACTflC00jADNzs2hh7NqOHkkaDwIoBnrLyEpKE9ghNoVnJIXB2f7Wb2aUiYtdke06hlwvOIILjBd1h,2019-04-26 03:39:46.314865,2023-08-24 23:38:15.281450
270269,2021-02-21,510048.1049486766,VA7JqrFxo,wUdPW5IijRS7IS67Y5MH6Fnzd0Lpay9BSVzM2BM2libx4xFe7PdHPNeiPMORyxmlqrYcltWxvsMkKCsAM6hxT4Tge8s2SiEWOVI4GQNfIbLiUL1jMTCla3jPqRI6uG1PGY1qAX7vm9ARknq3t1mUaFiiCSMdO8YWB83lTM2aqzb6T80cWv5GWsAbDVJGBo,2VxcuNxnhzusIhzhSsIXFMQshIzXhdqxjpIvVNQlyiZ0x2kx1tjEMvig2RoEY9wqCSBtKa6Spq31MIum0BmQCLOIz8T0OrgYnrCb03Fm6P49GLmuL2CiHn59ll3mKne9ftH0zCTgpFivqz81AJL9Tu3lNfuZ23EjBLsZDwN9DeoKp3D38x34,2023-01-21 23:57:49.229976,2022-08-31 04:40:09.835352
626321,2019-11-25,148237.2022725206,4t0Z,mRD9ohwPHSW9COMjcYXayktOGtCZscNA5i2ROwGSRIG5FLkdQiF6mjMF0HSYstvasT2UtmlMKAROgiaR7oBuluvSAwIZHx1cJGTHf1fPKh2ONAun1uX213hSBGC0lsGFlQil8RLgCYg7jRzQJcahfNeWvGmor3dnjIWoTgj4,5zGEpBTB9Zhgg53xkgWw3tYxxmSRAtLJHscCAvy0v7RW9gyVzetjVC6XqpQuFed,2019-03-22 15:41:22.072945,2021-02-24 08:44:06.518793
449818,2023-11-20,306946.36607991235,HM9,ANk76BwMHbf8s0u92FiI56HDNBshdfs55LGgOgty8bDcvoP6RmQVIxqngiidEf9UGM13FPBc94xJfpsTnX3inA,x86jRVVE8kYpU2hdDCDcoWUav4tTG9YsXHzfmwXps952ipvgmopH8xZKs2pt05qBQaihUkhsnUK4Y7AG2yMhIv,2020-01-10 05:33:25.579512,2021-11-02 09:12:42.276528
737055,2023-10-27,143989.21286022515,xbA3ZYDs,FTVeGwOAjTN1D,l7yYjxZwoJ4U1N7N7nHPWkeMigAzFsjHv94Zk0GfY2EKz7DVXWw2o83iPXMOjd8yRyZ3yF1DEQiBqYXU8TgZPlXgcKlRn1EbgD1LxMnNCN8w5YApKKeNR0XGfJay23B419bcv,2023-02-16 23:33:44.376194,2021-08-21 09:11:55.945999
181919,2019-05-20,603782.7777418122,qh48,TJtdJRrWewxbTXiOrnZL1Lpx0m6LycJZDO303oyVePEj0Eiv72ZwZJJb1BkI,s51uDvRQgPtof6lP,2023-11-26 01:07:45.192138,2021-02-08 09:53:44.116997
666723,2021-03-12,884293.7627715404,63J,Y2Fl9eR0tKTFjoRNqrtdnlb4e7OJRk1W1xuPx79CtI62nhy3RDhZtAgqrhKmo0UkDfR2P70NasR3lwRvpZow6hw7xdbknnnnzGJMdUR2lmKsN1JyN4LC3Y1Sp92sTj67RQa92iGYMKFmJPY4YYHgW,94l9rfcxfxH5SE4nwMiurv5vE7TuGOuDOpKvUWusoTj2llWGtx4g8OhphjovPD3MWuG7A7q6jcoFjfomKZispdLLe,2019-03-10 13:10:46.085212,2021-11-17 14:02:11.622682
254247,2021-12-15,667781.4414022866,m,sQvAr2XfY31tZJAtBPKoPsBhnYC6cOrvVsNAx09eIsSGmn3S4iEgdBwps8myIJ2gZQodEPnUaIDiswhowaYTpB5wWykyaLwuNPRRnFXIHjX2WwjD5,eG0COjcA8ql7j7SW7dRhGQadBN13j6yGutPZXCYABaq2XltUcbh1rzuzlDGRX9hGXS9ssCMd7DOXGrciK0kyFb50LxSAbmodA4JPieC0FB4XGMWOtoLrspialkbS4HZ9ICB7JIP3X2dDiQhZtaZOoLGZfwWcQ6RZvXe2OgnJglR9Aa,2019-11-17 12:40:14.589126,2019-11-19 09:01:29.287495
280161,2019-06-15,54005.40359416552,BD,f1AhWvFHOIIA4NyjryGC9GYoyV7gvRBVcDFkU5sQrD16VRO0IoHVN3fYOPNMU9U4gRKc5THiq183rsg1mTJCozy2orViJgDQZhbFfazoQNpxY,lfyF9bHm5TgIJrUpJJHh4atrMRgkgzVOJPkQ0PRryO43snlm3MwdmGWGqTrCTrWXt2qgsgEW8DBNuLhbNr4H5l4pMOYanzQOFLdFr98cJDOIFIg3cLR0Y8cBTdXgYdiU1kOVMHUfvvAJr9SEQcqToA1k8wCVYBftxeJ6HV6bbhLKSon3ejQk,2022-02-09 13:07:13.792969,2022-06-01 13:11:48.447987
56570,2022-10-05,499647.25119590556,JD6YYmmuD,x0drlDrb45j3dgjKQjOnhsVrUq13zjErSYAbyZMLhyHzXmBZCE7xXBudNF6WSLTAtFkWujhFt9iyFUUjtAvHntb7F586gBUCSKubm5BzXoc0uH,bA4gHNHKl9Z61UsdqI4q0C0tD3HH5tctyQaVMCRDNRLt2aT2CTDzIQCzzAIdnrwmSwHazwkHpiXXYp7Vn6s0njnMbFUuvi0W4SLUlAZjFs5fCDSW8hOYQd4DLOQb6oR3wfK4ZqgKX9GXF4YXAHDYmjCaZK5lRVfPX6ZVZSiafrnOAEtGNYh6Zqq71vVnkxTnCcl1LtgtMWyK0y02oyvCmFlBLVyI,2022-01-31 01:30:22.763129,2021-10-19 22:15:26.161890
215030,2020-05-02,374076.29283037584,P7,IwYmxYSlGZRMfLnoUcy31XwuuHbCfnM2IIO0LUOV9rOTOQNiP3R28Rb3Xa3FOaVqiWOPY3La5sti11AIJQ2ippZ6o7LieU5EzFa,j8kADHoqx69V5p2epuqInOB6lOMY2w1tlkLuX8eVJGksmueyZhl17RFxUfCWikGC8xY0O0FlpzogDCHrZTLo5BxGbZXE299je8UzJV5Ua32YrOD3jbhpTyWK2eTExDsmFmPk9BBsNa7ZnOYs9IDGn8A4E,2019-01-23 10:14:02.152763,2020-01-04 22:51:41.387572
481824,2021-10-08,204012.88300402148,oE3vI9i,XCOschIsFqXiEpBzmjR05Mj58cLVxdBH5zaG1eaSZybeHgRZkVSKky1z8gE9a9glG17fHgZvYMXwV8WtwQ22u5lWFHVSMYpqmsmODttbvcn3KbtgK1ydbKCf1eJgydLHGOPcq0KnrpTf6hHF1ciz1hKnHv0N6eiOESu8qN5MXHNfmy9gZfz06psOYtpIpLLl,MeMnpnGEjUK2CS4Zz83OXVLsxtXY4M055o5vs7OhfbaDw79l,2023-03-16 11:00:54.383024,2023-04-01 21:57:31.239160
47857,2023-08-02,193411.06677445353,qKTrutRN0,a4QAnNQmCSXiYYbkQDmQaiaVQrycS2M49k2TTsh97Tcple4b,T7SMTyEPrS4rAMRbVN1JfHddn6kx3H83CKij9E8IoKa38IFF8FNlz6lkFcUnA4e3IfxFyfONERHUFnybZaNXJ67zFubNgvHK3fz1VBlmcocw15zPDyEYTJD5aK8KSpPVFBbS3cFd6xVm4fmsYEpxZFJ8ALrAsF7zQnJvVc02NxuhQNRiyE68LukReEyyUC6Yi0pXEMO36fOVAGBngqqOY8dpxeRycnnMcb1bhoBUF,2021-12-23 16:37:19.970511,2020-11-28 02:07:41.563331
855200,2021-09-17,462450.9562312656,80pH2,RieWX3PimB2T36myf8Og7Wr7x37MEEQUN6JbttjHQM811lF0csy,bhTPLjsq63CiuyMVd7lTYcWrbGzbThOcAIcIfo4lOcZDgfJSm6FxHZSOjBn75QzGyYafNLbdCRulg8RwqJG2cMHlR6Coq,2023-07-14 04:37:16.786484,2020-05-16 06:05:32.408532
209904,2019-05-11,928686.7109005036,N8,hT0LWY1UJzOeAEUNIashv4klF02FD8r7Qzaajr9DtDyYxrfJ1Tey8sAh1YgqG5boBDWYfFzYcAoiqcsaBfKd76q38gLLNkk8MjOiNbYn6c5HLoPE7ro2SqvfEp0sFLd3zqfOgJnYZzfKVfIO7NbgSXbvdI4kxLpMmVIGxE1mcaEYNb70eb7I3nMpGq8zzKWDOby5sQF9gGQPB7O8d8TsWyHIXf8KlR3xsvx7ZOfGl9WNsX6nk1nyGC5,p8YQklhZrAL7B1eogngR4U2Q7jXSTfBEvXGKFyRid8PbOvIH5iJP7rwG11kctJyLtstx,2019-08-06 13:09:23.258076,2019-12-26 17:35:26.414665
867454,2021-06-17,670729.2116638271,9,eMHaaYGgkmTVBSvjRdpMaERirEdxNHfmLbuEiz53XNswKHMRfrXgs8qcVNsD0tS7XK4WIRlrFvRaSRBy0BtLh68wYhgJXPHZSMwdClRNUgLIQUIHKfrYDE3oMJmJZlxjlmC7aC5Z5lob4d,0HxQZqMJjn8TOkCwzuXt6Pa1zFaDdijoVTjcieTRKbU0lGaJQvYxjN16ZDBdqLPvhwFcstYV1neD1WE1EkFGDcQyVbIWqE,2020-07-06 14:46:04.227442,2019-11-13 13:49:02.878652
971212,2023-03-15,481144.43445166777,T09,iTZNrotNZsccBe2wMJWUdOuyTEy0pquItxKvmhKi2qy7Vgr0EOLi4FgygIkLnWGZT3iqYutHYLY5a9zbQNgniX1mYtv2cej5ozrTJoXalhwqBciruCqpQmfO2xbSdpiePBM8iFrA3zLWLy6T5Ebaekj,nW8FCRf7TJ0GBFEuxnFgFVYPuyxOgzLYOIKG7roZpF8NSPPEWRZLPX2L8jXjBgSebWQ4GV4H8Tdv14HxpslhTEFhRd1SpvzKIKQ4Uq7Uo0VPMJF1Uxprt,2023-05-08 20:42:01.033486,2022-08-26 04:14:40.646364
186499,2019-12-21,915689.9528613846,O4qCeUHCr,uC55vkx126sAxArt197jBzAaVesTGIRoJvnT0wk8WjrPziNzFOkIKRb5o1xU6rnjArEWDpn4HVZL8V8gK2KAZnSaLfqjfHGMVTCivjNarXkaJNN5GRaOVXuugj60IUSfM8J4frnXtEeTo4QYbiahYnj3IjcyfplXz0gzdThlVUDnoXkXB1BoYHYMF61xmUcSgvi16i3eSCu34yEAybxdCgzQxJP9cmwwRSPEN5sqdPgTwhxjGaNvpx,sH9Mnu9lfQbD4KhgoygAWl56nfqUkMfOgK6YLsI4n9BVD1J54dHbDRNhrklDnA3DDa1n4rGFJTfrzsXsM7pw83FEPEcHjUimLm9lu0fGmQsKYTiTvc2ay1pKOq,2020-06-06 11:55:12.082078,2020-11-01 09:22:39.374971
853786,2019-01-27,804416.0354246023,qJVcOH5,dCjwmAmnvrgca4pOnE79kUhfadeIi5SsR9oOaPo6x9fyLNNj6EoNkI39z187xlf2lAXCZypnq7pEvDq0eDgTswY922iJYXxJHvRhuds7IxJJe29GfdEeQWImD9qI0xPmotglyMTpwaGJKI5ROvjqippVwjG3T,INp7eiykIIH0bQ4baCNxH9oRrOoiW65mR4a2Ht1M3yqUCJtUqdP7i9CDemeVEYEK3LO2jvMEY9pTsTIb83TcLCBezEca5pWVcXIsJyIWoYKPgB2vooX68YqWxvFrQANwuadjIP2NCGNiP7lxdU20JU2GqhHwpiCoxfU,2019-10-25 10:15:09.021013,2019-05-27 08:40:26.125840
19879,2021-10-20,880165.1243700228,y,PX2zPNw3vi8twZOq4UvKOhTLjUEXL,4bfNjF21GwvlgriwqYstuQcA4R3GxhBO8d8Fo625UWkp1ENTpFsuNXhmJYDKu0cwb32Exirk4wgrZZg8sJypwYMbL6rPGFjTzkX,2020-11-14 21:14:17.070423,2019-01-16 20:10:04.040481
97475,2021-04-11,951252.2147864092,IJ9cRjX9x,hdaxhWCWIPVUDku9cSWbW7pF9PV35PR34ar7pZLMPcRm6R1H7TTzV7GVgambafamK3FkPb5Zre0SNG3lAyvXzKu8AXOhIi5PqWnqkRFdyhYHhmCM71jXwEIm3NsKbq5eSiG2qntqx4nZL07YCruogDel8uicqUZGnA2SjJXfTtB0y19YmXC1SCMCUruNW0oszAj9EqeSVh52tOv0QBO3gTp0EUvIAZZeG5YxPUq81xRrJRcY,gO7OfW47nHpCq9OEObIbN58uX3WFLGs1sRT1Vnszl5pdJCoLHNQ44SpPMhrv5n07z7ukC,2023-08-15 09:31:56.246282,2022-04-16 12:22:53.934451
909159,2023-01-12,18258.432842821803,Bz5Y2P,5PR4FPAzVonU8ZBywQpAeCSv2d6QHBhjDe3Fth8Iws7Y8Z8y3Q24bUdLS53vhQdjlKWJCa8ciXnrhQhJYWv811x5KezoOtlG6wbiZuLwOR0mqZk91vWGn0a4zJrysEuH1whAPDDgm06gE2P4NRpd8urILySV8s0nOGMgUI3jjq7tkqf5bWCJOk2vJ4uXC5QW4dzd1CnAd0iJAawbSvpgNjbgr0BJcc1XujghgUN1EEynhfwXV,t1rokkKcEuI7zotb3oSRXHrx3aiNGnd3YCDbKj1mEU5B6Wy6M6eRWsCAGWrfKUMtis2ZyV0l2ygvGJKpmG0PmLLzLejtBgSu3xZhdDxxPtnIba5bf5rFklyUyHS2uNHzHwql3ecRL1GIQ9lPobvXDINDQSKYSZIp7ORLjWUHfjoUlcOWZSD1rWsS6ItrycDB,2021-08-05 15:56:39.895378,2019-09-03 19:42:41.470235
926014,2019-10-24,903733.8370354269,oAI70UbDT,ssdbytUprEUzii4BA6G7r6BodZTg6jgSlqachXobtVVPGFoo0DaEjX730XRFC8TqxAWJXupPpA20AtmrtXY7bHCMIAWByMP7397a5ZOyxHnbzXR6bB7172Y6ADhBUQNdwYBrebxmSBqAmsJPDmqBNXxETn1uLv3tXl8cHocYHbu0jPbBvPuskKs1R2J10XALkPDf29bQtKitPB9eSDXRxSv4k72RF,ZCK28STkyz9G6xuVuDjL50wrI78kuB8bK0XNRvBZacjwJ41Oapemxs3CAFGahpkuweRs9jI9GB3kw161rcmQnABrFmdQ2p96c1OlJGkmvanciqVQRITz9aojn8Gz8KMU1jfm9jco318YSCLcNcKjHUEIbkNCOaLRUKLWGFaEv,2023-02-15 22:24:38.693660,2022-07-09 02:17:00.121430
117500,2022-09-27,893055.9168615851,pipIvlM4iB,yOxQ0oFj9k1lwBRL4crYeXyTd8t5ZtXdSLSW5j5ygdTkw27lCC9C1veH9jt,7AvyY7H7nrsoAs4kAvBCJhiKo4ZUgUhc1SksxvUfbXxVeBbZ4A91qJRmCHWUT2wnJHs3X0yEVkcaUT4DhFanPFXQtwELPuD3a5qkEO0eezegMwaXZWH8dc75v5lX5Ci7txmqD5OpY6kml3RewxGD6aXlUgUWpoNA0Hp80C1dCQ50KX39,2022-10-12 20:10:59.382870,2022-06-27 12:55:32.092748
373497,2018-12-25,352701.5135316358,9i,OfETbxWbSAXP5A5EuYF1C6kH9qM2eGb4NWGSMbfPZWZDoXvtN3HW6NnrAFdga6oYJWxgxDdDhqDXXvMn7L1ly2MxMxwkJeV6ekqK66aNQQvKetT8qrN2RNDgY61Mz6fFnKFEbDdrPVtLwoEQYCh1ERASji05jm6kzHKhpUcVOCRWMHqRjRFEIGy8,YVZmfYjgRnweA0NfNMA3IHukbw2r8A9R8geLYzRYCUFFLoI0R2gNQvYvqBoaf7eUTcCXqPHNYT1RqYIixzw1oaJH3RSnsAg4j7QZPu6wOJzsjXWuayrJBGOtVm0AoqImLcciYrn038,2020-01-26 18:31:35.452510,2019-06-29 14:21:43.656204
416757,2021-10-15,33935.904029145364,NoZtL,e7rTcVEFtmGjejdVYdxtjFKDxVHi8cIXrvJB1Ppu0TNjhHHPtmctc,gkUfGRAAZen6R71j4U9bkKKlb3oTep7MyESdaIHiaT5IZ1y8YbbDUXusN7iVUiaRTBkPCUFSrX2lrczPyB3CfanIdIdiwTw6gaJ8L9LBnUnzU47bSQoexncR5A124zIrHwDkSBMRhoFZFbFNXlxeAyT7Uj3o1s6Wo25aAisL4Usn8DXSHjgNXVCkSXREILMCwcG8hMjlmDVOYTiTytnsobDLm07Fyw6ZxFhceX7H6X,2022-09-25 04:34:08.369027,2020-10-07 13:55:42.579236
591319,2020-12-01,994559.3138041381,nApj,744Ve7JpszKQD7hYQXKqQKnVQg3CHAMD1jfp5r2xrMCmJqnmT0SClJQBK44D8iFS4AD69LIK5dTXazskD6KX76VpAFQ6TOQHenu0I8OlrzorKt34iQT4Uj1vY8ZUIaGPAJCuWlbaGPeVKS0aECtrnIE8WEuz0mhZ5h9AnDjKS9W7sI5qUbfJiL6vBKSuU3poVI7rMe5S1ZSfZZ0HCLhnB4hpWbvJxFBgjhMYdb2HYyEir8zIAb,5Bu2ETN8sBP1LDlr0n4JSLjGVaJimP2GDOLraY92l0tBPzdRAALYfDbWsFPgeRVofBlUb40BQvn3uW0M,2023-11-22 10:48:27.527918,2021-01-09 22:41:46.812057
621650,2022-04-01,611834.0981217466,xFrALHx,Qo72zPWEUsmXHG8CUCLpujOhCwzeIfFBUP8uypKtsqY2PyWbAXBJPhdigqRuGIOLP8e2B5NxRFnIfDPXJNS9XcijEUodDieFeVr1eseTwQA3Y2ONRzFq44y9q4TpeMrE0F3Nt9GIx2MYIJ8e1UjY,b4eF980WEWvxsawv3SramrYZ88LMlDme9Etivy6Nyjn70Cqdp7BpT6PGobfTwJZbwsDi74u41dgVBP4eKMhRKZw0lH5LCYlWXN9A6EBHee5,2021-11-30 17:24:29.046984,2023-06-24 13:18:39.241883
552732,2019-05-07,290270.0038096799,A,17oZk6dUcwYmdv3GHGkyi5qAxSnS727MzugRbwBCULglRJ62au994FubGejRzZQHX5jGMBjXKmAHeGz8CYnBGSGmBNi6Gm1SYNQ5AdDS181ET9fzgIpBIHxFmMJcC,H,2019-08-14 11:38:01.373954,2019-02-05 06:56:48.520970
969070,2021-08-26,641861.6742490239,tOHXon,Jlem5Hp4VPj0NASUZrs8uM0KspOxtVhK59PBYQJdUPLVkaFuN3Y3nwQQvNjA7UukOACkbTlH0dqO9JoJwC9sBJirZ4g4BUQMp3Vwz3CxGcvIo6dAQ52zw0jcnRAt71lpAe9g6QSWQxQIxmRijXLL1UGPWdLFGmrqRCAmoy4sW6YoZ7iBRopcl3HLQ5pKBsoU6EKeCP7lOU4Y,iSxED4yDjRHYSCoO2RsR25cXTRFyRbSZwXKyAjz919mqjFnnoYYB5QkIhbeeFqXLFPa9jhVPA12oSL4i2C5ZlN2UWkoK69zybNN1c2qLm97zN8idhGh,2019-02-25 02:20:40.093431,2020-09-14 07:38:04.469245
667463,2023-01-12,848382.5667205189,EJqfR,9p2P5qMnBRcK2LAGHCoGEgozplNzbeThGrloC9erWtHRqOA6aXFNiEpLNmUDRGOa9sgkpLznTYzblx3B0ZhC,rlMscvp0EQIb7yruqsIP8Ous0SeRCB9yYfwJSrhGfl3vmcAQapYhpjrNJv5PirtEFhwLIkNzGVo,2023-02-03 04:32:14.043345,2020-02-14 11:49:35.125156
536957,2023-09-26,127956.19190974417,2B9,gR8tMlOFIZ8czp4eaxKKunsZcCoP5YYjYOm3wSSaQKwK2xy841bcki3DbjviMLsAmL8I2a6bvoqoe1h1o3wpMn37qk5dxXhxVFM1z0J70FNO,jQlSYm1gcR47u586RmnI5rZFlV3iocFGwr6asVuAsg4BAmyi2n5MqhvgYC0rOQmXcsBCPrRns0Cj04GuG4BZFffYrmEFOOtLNxjuElJg1KgRhLsLW9UjZIw5MRm1T7DDVSkBMX9Y38wpzUJb4WjO,2019-05-05 11:53:15.335350,2023-03-23 04:56:17.685652
81001,2022-12-22,227298.0498796011,lI92Jgz,zo2zUUtTwzKWak03uMBkXfNkBb8eXmrDeY9cgknIc7ZFrI6axlo0OqArlLEacLc8eOY2BfVWpxiUiDrWYjlrUu1ivkpW0XAtpmGRrnF1mCGcmiM5cLcX4Vk5qNMpuETbRkYRmFET5MZFFj4CuByMrkvj,8GlerqGKMlHIH182T2PLV4UDbncfyyRccpCG38C6ymCst5vRnuD,2019-04-22 21:10:00.593075,2020-11-11 12:14:04.127119
666036,2019-12-28,836139.4395483583,4URnIPzYx,jIOBEYLa4tqHTzLu8oqr7CYdaou6FRnSJSTEd7CMpp4U5xwxGG0nMDnR4LCSIxwEUnMf4JcioPtITqrZz8PQ7vGHbjHodSWrWuEIT12QKlx6ePYAYtobgOLfjGQm,VxzfsqBgx3WiXnrEuLbDzK4vrRBHli1h7CKTQdfn3LQPIs2rE6WcpXvrU6ob9wGZ,2023-04-11 20:39:56.366639,2020-05-24 14:18:21.549318
554512,2020-05-08,7180.325493792685,KZV,HxGGOHJtLPW4Me8hNDUPoaMxYp1ZjXYtTYhOSXcxnfNYHVdaWAPNU4teeyVpND0B5Fo08pzG8sxiytOws1X1jtQANBOweWegNKJamMdFhEAbtt3RPT6rJ7ST05UaBWZ44zokMqAI0bi9IBL08fB6C0XEoBK99MVnWNpZZ,8VLX0JjEflsNxMTGSQ2XZpecRJUVDgGh3QKBweMxZA8OLnq73VgNHfZqr7ZAJkHkAoREgsipeC8KlggcPgGWfLZ,2021-02-07 13:14:54.846403,2019-10-29 05:41:44.103419
283118,2022-04-30,265577.45317236724,smV9qO8hQ,hVXBZGyaYzcW013A5NmK9JMMTFcrZMeW1PU2lBFdJXOLs9dZHG3Ck28Jp1d1N173MfzklFzI8ah0wmgNtaXbkElGkxoLm8vS1etaCPr3XBXI2SAs1RUfcZshykDsqfLRHwzek2YIvk8TqwLd0ZlO0SpjroZfZ4sDhD,92wMBaaP2GzRvxKSnRDxKIc7YareHOQOdgmR3rO8JksHJvU7g4kQC0yY7HmO3vs8GTGffYY9siPZTpLkq57ZzCQ1691ukTbmIOHaTMKCdzVZoUbXkFjxjMeSHHgVexAPcxYfFXAal01l3MmDCzvkAGTOVG1eKh08jkyG,2023-06-26 10:32:38.339596,2021-04-14 04:19:40.846826
131541,2021-12-31,531615.1144585524,CEnTV,E0vhEgr6rbqkN4r8cY0HsDSNlXgAa31BIw7GUEJR1QmnFBfjBbkFbEhi4NlmNNubPTyPxi56yT2cWcQJX5FOJYS9LxczcXiaqpXmF5boGw25liugSi8B9VJkIHYANloijROUMjBsXJvxE7UMuMNyX6urZ0QqkIOrnDKGbr8ZGVMmYWwa5pRAiW27u6i40hZxfK5x65jzl85yC6bkaiye2v0AjfYlNaxEWwmScj,iDZWMDKni1YBbwS0J70GGQsxdwXTwCLvB3GOmqEjUc0VXvR31GBfuqmpKSseFzThsIzTXmcyorIrMxOdnJaDGVFn7EAsIdg9hZV6T5d6zZjPlIJ3kPCpH52sPMzwesG1Ueo2ENIc1SS9mQVcOBhFwa6ZJnAeS3H8oSTBWfpY3VOIUTCENQ3Fg8lTGBLblaqguycvU25Df3rEER8M1TnS,2023-04-05 01:21:35.386822,2021-09-21 03:48:01.302895
